null_name,alt_type,level,left_statistic,right_statistic,estimate,mc_se,num_pairs,n,n_eval_source,n_solve,base_seed
truncated_gaussian,mixture_contamination,0.1,potential,w2,-0.18,0.017198592476314233,500,1000,5000,5000,2026
truncated_gaussian,mixture_contamination,0.1,potential,mmd,-0.18,0.017198592476314233,500,1000,5000,5000,2026
truncated_gaussian,mixture_contamination,0.1,w2,mmd,0.0,0.0,500,1000,5000,5000,2026
truncated_gaussian,mixture_contamination,0.15,potential,w2,-0.004,0.002825591608118863,500,1000,5000,5000,2026
truncated_gaussian,mixture_contamination,0.15,potential,mmd,-0.004,0.002825591608118863,500,1000,5000,5000,2026
truncated_gaussian,mixture_contamination,0.15,w2,mmd,0.0,0.0,500,1000,5000,5000,2026
truncated_gaussian,mixture_contamination,0.2,potential,w2,0.0,0.0,500,1000,5000,5000,2026
truncated_gaussian,mixture_contamination,0.2,potential,mmd,0.0,0.0,500,1000,5000,5000,2026
truncated_gaussian,mixture_contamination,0.2,w2,mmd,0.0,0.0,500,1000,5000,5000,2026
truncated_gaussian,scale,1.025,potential,w2,-0.048,0.011818263099346313,500,1000,5000,5000,2026
truncated_gaussian,scale,1.025,potential,mmd,-0.068,0.01671258870559809,500,1000,5000,5000,2026
truncated_gaussian,scale,1.025,w2,mmd,-0.02,0.01672601324398842,500,1000,5000,5000,2026
truncated_gaussian,scale,1.05,potential,w2,-0.39,0.021834685869369132,500,1000,5000,5000,2026
truncated_gaussian,scale,1.05,potential,mmd,-0.49,0.022909598411993116,500,1000,5000,5000,2026
truncated_gaussian,scale,1.05,w2,mmd,-0.1,0.023603267325879133,500,1000,5000,5000,2026
truncated_gaussian,scale,1.075,potential,w2,-0.76,0.019118866653759798,500,1000,5000,5000,2026
truncated_gaussian,scale,1.075,potential,mmd,-0.758,0.019173085678337167,500,1000,5000,5000,2026
truncated_gaussian,scale,1.075,w2,mmd,0.002,0.008253984281123028,500,1000,5000,5000,2026
truncated_gaussian,scale,1.1,potential,w2,-0.578,0.022109039310618563,500,1000,5000,5000,2026
truncated_gaussian,scale,1.1,potential,mmd,-0.578,0.022109039310618563,500,1000,5000,5000,2026
truncated_gaussian,scale,1.1,w2,mmd,0.0,0.0,500,1000,5000,5000,2026
truncated_gaussian,scale,1.15,potential,w2,-0.034,0.008112930375552172,500,1000,5000,5000,2026
truncated_gaussian,scale,1.15,potential,mmd,-0.034,0.008112930375552172,500,1000,5000,5000,2026
truncated_gaussian,scale,1.15,w2,mmd,0.0,0.0,500,1000,5000,5000,2026
truncated_gaussian,scale,1.2,potential,w2,0.0,0.0,500,1000,5000,5000,2026
truncated_gaussian,scale,1.2,potential,mmd,0.0,0.0,500,1000,5000,5000,2026
truncated_gaussian,scale,1.2,w2,mmd,0.0,0.0,500,1000,5000,5000,2026
uniform_ball,location_shift,0.05,potential,w2,-0.034,0.013640385633862443,500,1000,5000,5000,2026
uniform_ball,location_shift,0.05,potential,mmd,0.008,0.008,500,1000,5000,5000,2026
uniform_ball,location_shift,0.05,w2,mmd,0.042,0.012360321804476632,500,1000,5000,5000,2026
uniform_ball,location_shift,0.1,potential,w2,0.0,0.0,500,1000,5000,5000,2026
uniform_ball,location_shift,0.1,potential,mmd,0.0,0.0,500,1000,5000,5000,2026
uniform_ball,location_shift,0.1,w2,mmd,0.0,0.0,500,1000,5000,5000,2026
uniform_ball,location_shift,0.15,potential,w2,0.0,0.0,500,1000,5000,5000,2026
uniform_ball,location_shift,0.15,potential,mmd,0.0,0.0,500,1000,5000,5000,2026
uniform_ball,location_shift,0.15,w2,mmd,0.0,0.0,500,1000,5000,5000,2026
uniform_ball,location_shift,0.2,potential,w2,0.0,0.0,500,1000,5000,5000,2026
uniform_ball,location_shift,0.2,potential,mmd,0.0,0.0,500,1000,5000,5000,2026
uniform_ball,location_shift,0.2,w2,mmd,0.0,0.0,500,1000,5000,5000,2026
uniform_ball,location_shift,0.25,potential,w2,0.0,0.0,500,1000,5000,5000,2026
uniform_ball,location_shift,0.25,potential,mmd,0.0,0.0,500,1000,5000,5000,2026
uniform_ball,location_shift,0.25,w2,mmd,0.0,0.0,500,1000,5000,5000,2026
uniform_ball,location_shift,0.3,potential,w2,0.0,0.0,500,1000,5000,5000,2026
uniform_ball,location_shift,0.3,potential,mmd,0.0,0.0,500,1000,5000,5000,2026
uniform_ball,location_shift,0.3,w2,mmd,0.0,0.0,500,1000,5000,5000,2026
uniform_ball,mixture_contamination,0.01,potential,w2,-0.01,0.010393076159834886,500,1000,5000,5000,2026
uniform_ball,mixture_contamination,0.01,potential,mmd,-0.004,0.006328356515904012,500,1000,5000,5000,2026
uniform_ball,mixture_contamination,0.01,w2,mmd,0.006,0.008250098681622724,500,1000,5000,5000,2026
uniform_ball,mixture_contamination,0.02,potential,w2,-0.018,0.012476510996801414,500,1000,5000,5000,2026
uniform_ball,mixture_contamination,0.02,potential,mmd,-0.008,0.007482243509527857,500,1000,5000,5000,2026
uniform_ball,mixture_contamination,0.02,w2,mmd,0.01,0.011137688099079843,500,1000,5000,5000,2026
uniform_ball,mixture_contamination,0.05,potential,w2,-0.328,0.021395034353559238,500,1000,5000,5000,2026
uniform_ball,mixture_contamination,0.05,potential,mmd,-0.172,0.01689386887634749,500,1000,5000,5000,2026
uniform_ball,mixture_contamination,0.05,w2,mmd,0.156,0.01720232076434336,500,1000,5000,5000,2026
uniform_ball,mixture_contamination,0.1,potential,w2,-0.016,0.005617036781471955,500,1000,5000,5000,2026
uniform_ball,mixture_contamination,0.1,potential,mmd,-0.016,0.005617036781471955,500,1000,5000,5000,2026
uniform_ball,mixture_contamination,0.1,w2,mmd,0.0,0.0,500,1000,5000,5000,2026
uniform_ball,mixture_contamination,0.15,potential,w2,0.0,0.0,500,1000,5000,5000,2026
uniform_ball,mixture_contamination,0.15,potential,mmd,0.0,0.0,500,1000,5000,5000,2026
uniform_ball,mixture_contamination,0.15,w2,mmd,0.0,0.0,500,1000,5000,5000,2026
uniform_ball,mixture_contamination,0.2,potential,w2,0.0,0.0,500,1000,5000,5000,2026
uniform_ball,mixture_contamination,0.2,potential,mmd,0.0,0.0,500,1000,5000,5000,2026
