quantity,null_name,scenario,alt_type,level,statistic,estimate,mc_se,num_replicates,alpha,critical_value,success_rate,error_rate,mean_value,median_value,n,n_eval_source,n_solve,base_seed
empirical power,uniform_ball,power,scale,1.025,w2,0.16,0.016395121225535356,500,0.05,0.0147685468406878,0.44,0.0,0.014081022836429974,0.0139928795681781,1000,5000,5000,2026
empirical power,uniform_ball,power,scale,1.05,mmd,0.686,0.020755914819636352,500,0.05,0.000342243919253,1.0,0.0,0.0005232917921430347,0.00049462757219705,1000,5000,5000,2026
empirical power,uniform_ball,power,scale,1.05,potential,0.104,0.013651666564928987,500,0.05,0.6061410082729104,0.442,0.0,0.4589885017839388,0.4426521278319552,1000,5000,5000,2026
empirical power,uniform_ball,power,scale,1.05,w2,0.81,0.01754422982065613,500,0.05,0.0147685468406878,0.442,0.0,0.015566806484826216,0.01548434812773815,1000,5000,5000,2026
empirical power,uniform_ball,power,scale,1.075,mmd,0.996,0.002822764602300377,500,0.05,0.000342243919253,1.0,0.0,0.0012294015220961944,0.0012135663902819501,1000,5000,5000,2026
empirical power,uniform_ball,power,scale,1.075,potential,0.124,0.014739335127474372,500,0.05,0.6061410082729104,0.408,0.0,0.4953458174824486,0.4764401887308787,1000,5000,5000,2026
empirical power,uniform_ball,power,scale,1.075,w2,1.0,0.0,500,0.05,0.0147685468406878,0.408,0.0,0.0177343796515429,0.01761720052063335,1000,5000,5000,2026
empirical power,uniform_ball,power,scale,1.1,mmd,1.0,0.0,500,0.05,0.000342243919253,1.0,0.0,0.0022089570085961517,0.0021826350728836,1000,5000,5000,2026
empirical power,uniform_ball,power,scale,1.1,potential,0.256,0.01951737687293044,500,0.05,0.6061410082729104,0.376,0.0,0.5553514913618747,0.5383515875535853,1000,5000,5000,2026
empirical power,uniform_ball,power,scale,1.1,w2,1.0,0.0,500,0.05,0.0147685468406878,0.376,0.0,0.020698083643586454,0.02061335185526815,1000,5000,5000,2026
empirical power,uniform_ball,power,scale,1.15,mmd,1.0,0.0,500,0.05,0.000342243919253,1.0,0.0,0.00490468823687658,0.004915083962711951,1000,5000,5000,2026
empirical power,uniform_ball,power,scale,1.15,potential,0.846,0.016142118820031033,500,0.05,0.6061410082729104,0.396,0.0,0.6889686999164515,0.6737470731439372,1000,5000,5000,2026
empirical power,uniform_ball,power,scale,1.15,w2,1.0,0.0,500,0.05,0.0147685468406878,0.396,0.0,0.028876056525070547,0.028821646971641697,1000,5000,5000,2026
empirical power,uniform_ball,power,scale,1.2,mmd,1.0,0.0,500,0.05,0.000342243919253,1.0,0.0,0.008614917614761785,0.00854085037063565,1000,5000,5000,2026
empirical power,uniform_ball,power,scale,1.2,potential,1.0,0.0,500,0.05,0.6061410082729104,0.336,0.0,0.8446460856354022,0.8359616740997419,1000,5000,5000,2026
empirical power,uniform_ball,power,scale,1.2,w2,1.0,0.0,500,0.05,0.0147685468406878,0.336,0.0,0.0402516048922412,0.040224416200216204,1000,5000,5000,2026
