d,n,b,seed,loss,success,status,message,nit,fun,grad_inf,beta,runtime_seconds,error_message
3,32,0,3322026,0.12028811918288992,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,30,0.19294758480448443,0.00390625,0.1767766952966369,0.011644840240478516,
3,32,1,3322027,0.05885633819016816,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,30,0.2346681635848858,0.001953125,0.1767766952966369,0.008925914764404297,
3,32,2,3322028,0.06216277208806638,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,30,0.2364615789367787,0.001953125,0.1767766952966369,0.008724212646484375,
3,32,3,3322029,0.04435486442974185,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,30,0.24774576227214096,0.001953125,0.1767766952966369,0.007029056549072266,
3,32,4,3322030,0.05027904302198445,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,30,0.2381748187494566,0.001953125,0.1767766952966369,0.006661891937255859,
3,32,5,3322031,0.058041201022924004,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,21,0.236305720781926,0.0,0.1767766952966369,0.007885932922363281,
3,32,6,3322032,0.04642288905985813,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,30,0.24223770329859617,0.001953125,0.1767766952966369,0.009038925170898438,
3,32,7,3322033,0.06811885675094494,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,30,0.2399329929196382,0.00390625,0.1767766952966369,0.008349895477294922,
3,32,8,3322034,0.047379051243865045,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,30,0.24078775894805898,0.001953125,0.1767766952966369,0.0071451663970947266,
3,32,9,3322035,0.06406320618409031,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,30,0.2320286843944689,0.001953125,0.1767766952966369,0.007351875305175781,
