d,n,b,seed,loss,success,status,message,nit,fun,grad_inf,beta,runtime_seconds,error_message
3,64,0,3642026,0.06294391131541494,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,30,0.24992300411737522,0.001953125,0.125,0.012081146240234375,
3,64,1,3642027,0.045330128732632854,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,30,0.260602779372367,0.00390625,0.125,0.012135982513427734,
3,64,2,3642028,0.05002381494207689,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,30,0.2588384047517153,0.001953125,0.125,0.012167215347290039,
3,64,3,3642029,0.06848114997466836,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,30,0.25005168587700816,0.00390625,0.125,0.011003971099853516,
3,64,4,3642030,0.04102710054657288,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,30,0.2566022661239372,0.001953125,0.125,0.010304927825927734,
3,64,5,3642031,0.06247197262274906,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,30,0.2564144389949239,0.00390625,0.125,0.010725736618041992,
3,64,6,3642032,0.08226160507028799,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,30,0.24587761684637377,0.001953125,0.125,0.010487079620361328,
3,64,7,3642033,0.04374978003861046,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,30,0.25908004728726963,0.001953125,0.125,0.011014938354492188,
3,64,8,3642034,0.03574290412922852,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,30,0.2613661408586888,0.001953125,0.125,0.010909080505371094,
3,64,9,3642035,0.038308542213684654,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,30,0.25651745918215324,0.001953125,0.125,0.011338949203491211,
