d,n,B,mean_loss,std_loss,se_loss,beta,mean_loss_over_beta
4,100,100,0.043361245290898104,0.007708350034119832,0.0007708350034119832,4.551077287973732,0.009527688181758774
4,300,100,0.026906861765622053,0.005032097406536235,0.0005032097406536235,4.485870776296573,0.005998135726021896
4,1000,100,0.015037960259297984,0.0022340684023532844,0.00022340684023532844,3.965905472315641,0.0037918100580742065
4,3000,100,0.008565012153488528,0.0010990083104458052,0.00010990083104458052,3.3115261107167453,0.0025864244662817167
