d,n,B,mean_loss,std_loss,se_loss,beta,mean_loss_over_beta
2,100,100,0.036461174922852516,0.015169379265340201,0.0015169379265340202,0.1,0.36461174922852513
2,300,100,0.021588875948862732,0.008506521745100686,0.0008506521745100685,0.057735026918962574,0.3739303002173201
2,1000,100,0.011323965026363538,0.004107827525911809,0.00041078275259118094,0.03162277660168379,0.3580952162739745
2,3000,100,0.006809039229969993,0.0032306754425784298,0.00032306754425784297,0.018257418583505537,0.3729464381192172
