d,n,B,mean_loss,std_loss,se_loss,beta,mean_loss_over_beta,median_grad_inf
4,100,100,0.04345125580394396,0.007672075667234211,0.0007672075667234211,4.551077287973732,0.009547466029365036,0.0002
4,300,100,0.026961112431584645,0.005049066577819963,0.0005049066577819964,4.485870776296573,0.006010229401624247,0.0003333333333333
4,1000,100,0.014955239983535998,0.002232998398332549,0.0002232998398332549,3.965905472315641,0.003770952204466897,0.0001999999999999
4,3000,100,0.007580584807145171,0.0007817501379986239,7.817501379986239e-05,3.3115261107167453,0.00228915145274347,0.0004666666666666
4,5000,100,0.005770040350529026,0.0004249925336190351,4.249925336190351e-05,2.9940306606279443,0.001927181450212291,0.00039999999999999996
