d,n,B,mean_loss,std_loss,se_loss,beta,mean_loss_over_beta,median_grad_inf
6,100,100,0.05166402520587039,0.004414855350526283,0.0004414855350526283,4.569037284891665,0.01130742035673613,9.99999999999994e-05
6,300,100,0.033607544820828436,0.002149860458576529,0.00021498604585765293,4.859804781674094,0.006915410460016748,0.00016666666666666682
6,1000,100,0.021112111053308777,0.0010522271158064998,0.00010522271158064998,4.771708299430558,0.004424434548069134,0.00010000000000000005
