d,n,B,mean_loss,std_loss,se_loss,beta,mean_loss_over_beta,median_grad_inf
8,100,100,0.05628315238728185,0.002695954702034865,0.0002695954702034865,14.391770037459025,0.003910787362554263,0.0002
8,300,100,0.039988660735432544,0.0012102892303036093,0.00012102892303036093,18.66925864388705,0.0021419522594983273,0.0003333333333333
8,1000,100,0.028004672543046727,0.0007146264129322499,7.146264129322499e-05,22.301925388816354,0.0012557064941617151,0.0001999999999999
8,3000,100,0.020353658406315124,0.0002851106411881538,2.8511064118815382e-05,24.508035311686786,0.0008304891904823303,0.0004666666666666
8,5000,100,0.01686160337303269,0.0002443273077677518,2.443273077677518e-05,25.17669649681749,0.0006697305730783273,0.0002
