d,n,B,mean_loss,std_loss,se_loss,beta,mean_loss_over_beta
8,100,100,0.05622114991880462,0.0026941828452674973,0.0002694182845267497,14.391770037459025,0.003906479173338076
8,300,100,0.03970360443173078,0.0011553147643485835,0.00011553147643485835,18.66925864388705,0.0021266835062425517
8,1000,100,0.027705489935033203,0.0007105680914801767,7.105680914801766e-05,22.301925388816354,0.0012422913919767013
8,3000,100,0.020315787873720542,0.00025498025979126036,2.5498025979126035e-05,24.508035311686786,0.0008289439612498376
8,10000,100,0.01372016249909611,0.00013884385354213125,1.3884385354213125e-05,25.744780896242464,0.0005329298607897111
