d,n,b,seed,loss,success,status,message,nit,fun,grad_inf,beta,runtime_seconds,error_message
10,100,0,11002026,0.05855841289591891,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,65,0.17185144222243096,0.00020000000000000052,38.880966593458986,0.17284202575683594,
10,100,1,11002027,0.059790168932568846,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,107,0.16918714575793511,0.00020000000000000052,38.880966593458986,0.2986330986022949,
10,100,2,11002028,0.058566147079328196,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,66,0.1720224969690515,0.00020000000000000052,38.880966593458986,0.17758750915527344,
10,100,3,11002029,0.058932079416947475,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,61,0.17191676001672535,0.00020000000000000052,38.880966593458986,0.1666092872619629,
10,100,4,11002030,0.06111166805209871,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,85,0.16948151968154626,0.00020000000000000052,38.880966593458986,0.22724080085754395,
10,100,5,11002031,0.06255177937940848,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,65,0.1696888404010958,0.0003999999999999993,38.880966593458986,0.1617887020111084,
10,100,6,11002032,0.060074093275910116,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,65,0.16739597758629166,0.00020000000000000052,38.880966593458986,0.16826176643371582,
10,100,7,11002033,0.0596016531396454,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,104,0.1729926380748064,0.00020000000000000052,38.880966593458986,0.2713611125946045,
10,100,8,11002034,0.05922039358243046,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,85,0.1691446706463947,0.00020000000000000052,38.880966593458986,0.23689889907836914,
10,100,9,11002035,0.06194804858277603,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,67,0.17103148321485154,0.00020000000000000052,38.880966593458986,0.18320345878601074,
10,100,10,11002036,0.058362887638732604,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,136,0.17327657359541762,0.00020000000000000052,38.880966593458986,0.41085362434387207,
10,100,11,11002037,0.05959032694113215,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,105,0.16776494858040925,0.00020000000000000052,38.880966593458986,0.32158541679382324,
10,100,12,11002038,0.05807159286668916,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,95,0.1700792835363053,0.00020000000000000052,38.880966593458986,0.2559680938720703,
10,100,13,11002039,0.05972706164054052,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,92,0.17068413662036175,0.00020000000000000052,38.880966593458986,0.25275444984436035,
10,100,14,11002040,0.059318669611685394,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,70,0.17194090637439163,0.00020000000000000052,38.880966593458986,0.20180511474609375,
10,100,15,11002041,0.05832324364442453,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,67,0.17176426759170643,0.00020000000000000052,38.880966593458986,0.19820427894592285,
10,100,16,11002042,0.05967766445455845,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,86,0.17071052374083434,0.00020000000000000052,38.880966593458986,0.24272942543029785,
10,100,17,11002043,0.05635442095401907,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,117,0.17609632705443287,0.00020000000000000052,38.880966593458986,0.3182239532470703,
10,100,18,11002044,0.059970600923783875,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,74,0.16832451858018813,0.0003999999999999993,38.880966593458986,0.20669198036193848,
10,100,19,11002045,0.06046743907439177,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,42,0.1698623081852326,0.00020000000000000052,38.880966593458986,0.12476730346679688,
10,100,20,11002046,0.06022588616330804,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,142,0.16656218575869883,0.00020000000000000052,38.880966593458986,0.41204833984375,
10,100,21,11002047,0.05661369392561877,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,42,0.17169618430252223,0.0003999999999999993,38.880966593458986,0.1133580207824707,
10,100,22,11002048,0.05902872829864769,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,63,0.1694058911391146,0.00020000000000000052,38.880966593458986,0.17676591873168945,
10,100,23,11002049,0.058669802412477705,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,55,0.1710246161094725,0.0,38.880966593458986,0.16329622268676758,
10,100,24,11002050,0.05571796411435722,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,72,0.17540024791095737,0.00020000000000000052,38.880966593458986,0.20183610916137695,
10,100,25,11002051,0.05838456440438697,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,38,0.17222374301797672,0.00020000000000000052,38.880966593458986,0.10940933227539062,
10,100,26,11002052,0.05600732817339825,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,54,0.17773804829127027,0.00020000000000000052,38.880966593458986,0.14211058616638184,
10,100,27,11002053,0.05799608392517819,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,73,0.1714074479761617,0.00020000000000000052,38.880966593458986,0.20868873596191406,
10,100,28,11002054,0.05943896567866011,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,86,0.17276723767786203,0.00020000000000000052,38.880966593458986,0.22580838203430176,
10,100,29,11002055,0.05589024914643233,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,88,0.17221281518972453,0.00040000000000000105,38.880966593458986,0.25302863121032715,
10,100,30,11002056,0.05849437683653012,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,58,0.16751656344082694,0.00020000000000000052,38.880966593458986,0.16736793518066406,
10,100,31,11002057,0.05860953458837542,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,116,0.1695730663138666,0.00020000000000000052,38.880966593458986,0.32207679748535156,
10,100,32,11002058,0.057371055884309,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,97,0.17529151743806523,0.00020000000000000052,38.880966593458986,0.3019373416900635,
10,100,33,11002059,0.057228184917647265,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,40,0.17157973038257013,0.00020000000000000052,38.880966593458986,0.13122916221618652,
10,100,34,11002060,0.0576236144207048,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,58,0.17470434476705696,0.00020000000000000052,38.880966593458986,0.17979097366333008,
10,100,35,11002061,0.06292877579371756,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,54,0.16599789479668983,0.00020000000000000052,38.880966593458986,0.15607523918151855,
10,100,36,11002062,0.05742768302349779,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,54,0.17140310786652244,0.00020000000000000052,38.880966593458986,0.16503095626831055,
10,100,37,11002063,0.0595395728569139,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,71,0.17324233960925553,0.00020000000000000052,38.880966593458986,0.204819917678833,
10,100,38,11002064,0.06165456901708299,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,96,0.16928507469773413,0.00020000000000000052,38.880966593458986,0.27933359146118164,
10,100,39,11002065,0.05973575816695344,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,91,0.1696095755953708,0.00020000000000000052,38.880966593458986,0.24875998497009277,
10,100,40,11002066,0.058092315638481065,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,89,0.17233673935855523,0.00020000000000000052,38.880966593458986,0.25078892707824707,
10,100,41,11002067,0.05850787627897691,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,87,0.17185228709983189,0.00020000000000000052,38.880966593458986,0.2558259963989258,
10,100,42,11002068,0.058351238139456106,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,55,0.1700852679439389,0.00020000000000000052,38.880966593458986,0.16937899589538574,
10,100,43,11002069,0.05844992719306827,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,67,0.17213958897690726,0.00020000000000000052,38.880966593458986,0.21996498107910156,
10,100,44,11002070,0.05879208930195889,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,56,0.17111297487615498,0.00020000000000000052,38.880966593458986,0.17356657981872559,
10,100,45,11002071,0.06046653947674593,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,74,0.1717810967902745,0.00020000000000000052,38.880966593458986,0.21303081512451172,
10,100,46,11002072,0.06566242413901352,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,67,0.16661038071130796,0.00020000000000000052,38.880966593458986,0.19792795181274414,
