d,n,B,mean_loss,std_loss,se_loss,beta,mean_loss_over_beta,median_grad_inf
8,100,100,0.056221149918804676,0.0026941828452674964,0.00026941828452674966,14.391770037459025,0.003906479173338079,9.99999999999994e-05
8,300,100,0.03970360443173083,0.0011553147643485872,0.00011553147643485872,18.66925864388705,0.0021266835062425543,0.00016666666666666682
8,1000,100,0.02770548993503325,0.0007105680914801781,7.105680914801781e-05,22.301925388816354,0.0012422913919767032,0.00010000000000000005
