d,n,B,mean_loss,std_loss,se_loss,beta,mean_loss_over_beta,median_grad_inf
2,100,100,0.036448392378055534,0.015179207931233417,0.0015179207931233416,0.1,0.36448392378055533,0.0002
2,300,100,0.021626220372900056,0.008530281357506575,0.0008530281357506575,0.057735026918962574,0.3745771246154405,0.0003333333333333
2,1000,100,0.010898955852893591,0.004402871277488871,0.00044028712774888713,0.03162277660168379,0.3446552461276681,0.0004
2,3000,100,0.0033928370369685646,0.0019561094413686215,0.00019561094413686215,0.018257418583505537,0.1858333379086672,0.0004666666666666
2,5000,100,0.0014565247484561816,0.0005102990151801372,5.102990151801372e-05,0.01414213562373095,0.10299185265993964,0.00039999999999999996
