d,n,B,mean_loss,std_loss,se_loss,beta,mean_loss_over_beta,median_grad_inf
4,100,100,0.043361245290898104,0.007708350034119832,0.0007708350034119832,4.551077287973732,0.009527688181758774,9.99999999999994e-05
4,300,100,0.026906861765622053,0.005032097406536235,0.0005032097406536235,4.485870776296573,0.005998135726021896,0.00016666666666666682
4,1000,100,0.015037960259297984,0.0022340684023532844,0.00022340684023532844,3.965905472315641,0.0037918100580742065,0.00010000000000000005
