d,n,b,seed,loss,success,status,message,nit,fun,grad_inf,beta,runtime_seconds,error_message
4,1000,0,14002026,0.011390470050601795,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,336,0.31622779488223807,0.00010000000000000005,3.965905472315641,43.888885259628296,
4,1000,1,14002027,0.012064473270184305,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,342,0.3163148585112638,0.00010000000000000005,3.965905472315641,44.67281699180603,
4,1000,2,14002028,0.011922220002639526,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,220,0.31587216506178223,0.00019999999999999987,3.965905472315641,28.60970902442932,
4,1000,3,14002029,0.01153764630642913,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,353,0.3162300896795632,0.00010000000000000005,3.965905472315641,46.6061110496521,
4,1000,4,14002030,0.01492900618769092,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,337,0.315603072051358,0.00010000000000000005,3.965905472315641,43.63960266113281,
4,1000,5,14002031,0.015836115756098695,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,239,0.31585115395950036,0.00010000000000000005,3.965905472315641,31.33638286590576,
4,1000,6,14002032,0.014948541017222757,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,346,0.31560594745235,0.00019999999999999987,3.965905472315641,45.36991906166077,
4,1000,7,14002033,0.01651344908890501,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,255,0.315918973177194,0.00010000000000000005,3.965905472315641,33.75137233734131,
4,1000,8,14002034,0.013135328216152129,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,449,0.3158974569164874,0.00010000000000000005,3.965905472315641,58.33824324607849,
4,1000,9,14002035,0.01289101861337901,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,326,0.31574130863047933,0.00010000000000000005,3.965905472315641,39.79230260848999,
4,1000,10,14002036,0.016215375198742662,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,299,0.31521133639290866,0.00019999999999999998,3.965905472315641,36.539361238479614,
4,1000,11,14002037,0.01169525233619538,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,400,0.3160042666338645,0.00010000000000000005,3.965905472315641,49.00051546096802,
4,1000,12,14002038,0.014484421748803834,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,302,0.3156540016482708,0.00010000000000000005,3.965905472315641,36.90502309799194,
4,1000,13,14002039,0.013095107029646311,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,335,0.3163300317677773,0.00019999999999999987,3.965905472315641,40.88517665863037,
4,1000,14,14002040,0.01644860509170603,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,211,0.31528714822817877,0.00019999999999999998,3.965905472315641,25.816198587417603,
4,1000,15,14002041,0.018371622941316987,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,282,0.3148645396657129,0.00010000000000000005,3.965905472315641,35.07930636405945,
4,1000,16,14002042,0.019684568116765506,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,295,0.3149377838516049,0.00010000000000000005,3.965905472315641,35.859787464141846,
4,1000,17,14002043,0.015353504839888756,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,290,0.3159195329242827,0.00010000000000000005,3.965905472315641,35.522252559661865,
4,1000,18,14002044,0.014118299536799578,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,279,0.31594757435145276,0.00010000000000000005,3.965905472315641,34.055569648742676,
4,1000,19,14002045,0.012359277168666333,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,330,0.31609744329365413,0.00010000000000000005,3.965905472315641,40.120471477508545,
4,1000,20,14002046,0.013229414414236683,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,378,0.3158115393669813,0.00010000000000000005,3.965905472315641,46.36238980293274,
4,1000,21,14002047,0.014444110979941638,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,380,0.3156010832796518,0.00019999999999999998,3.965905472315641,46.62425684928894,
4,1000,22,14002048,0.012782980959793949,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,182,0.3164050864443027,0.00010000000000000005,3.965905472315641,22.483766555786133,
4,1000,23,14002049,0.015458325852916607,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,204,0.31554669660667023,0.00019999999999999998,3.965905472315641,25.002573251724243,
4,1000,24,14002050,0.011729312061573322,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,307,0.31618364027262985,0.00019999999999999987,3.965905472315641,37.52916073799133,
4,1000,25,14002051,0.01999401609880577,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,368,0.31451640129970937,0.00010000000000000005,3.965905472315641,44.881861448287964,
4,1000,26,14002052,0.012070139471456914,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,281,0.31623142929962533,0.00010000000000000005,3.965905472315641,34.41506004333496,
4,1000,27,14002053,0.012712061660192025,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,277,0.31631097615822645,0.00010000000000000005,3.965905472315641,34.00133919715881,
4,1000,28,14002054,0.020826150314842123,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,271,0.3147964342036547,0.00010000000000000005,3.965905472315641,33.12982106208801,
4,1000,29,14002055,0.017174940676565272,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,445,0.31552728169900784,0.00010000000000000005,3.965905472315641,55.19201683998108,
4,1000,30,14002056,0.01242161524447641,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,321,0.3160510679170716,0.00010000000000000005,3.965905472315641,39.73565220832825,
4,1000,31,14002057,0.014486454102969544,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,257,0.31538647766531736,0.00010000000000000005,3.965905472315641,31.08085870742798,
4,1000,32,14002058,0.016052369881400706,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,298,0.3156627184092731,0.00019999999999999998,3.965905472315641,36.21824240684509,
4,1000,33,14002059,0.019008511127969932,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,294,0.31502343246508324,0.00019999999999999987,3.965905472315641,35.842235803604126,
4,1000,34,14002060,0.014987780587887942,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,299,0.3151507701325506,0.00019999999999999998,3.965905472315641,36.04530191421509,
4,1000,35,14002061,0.01409708215703563,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,338,0.3156688173783779,0.00019999999999999987,3.965905472315641,42.79143738746643,
4,1000,36,14002062,0.016054785328254287,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,257,0.31490863929955487,0.00010000000000000005,3.965905472315641,31.932517528533936,
4,1000,37,14002063,0.014433570376763658,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,302,0.3154155746219872,0.00019999999999999998,3.965905472315641,39.8839693069458,
4,1000,38,14002064,0.016072853497168353,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,359,0.31562119715409925,0.00010000000000000005,3.965905472315641,47.97446632385254,
4,1000,39,14002065,0.013969556711020749,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,318,0.31588786949407055,0.00010000000000000005,3.965905472315641,42.30910634994507,
4,1000,40,14002066,0.0153467637163988,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,318,0.31553741276203073,0.00010000000000000005,3.965905472315641,41.92081570625305,
4,1000,41,14002067,0.016842024139553387,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,230,0.3153661081788897,0.00010000000000000005,3.965905472315641,30.57870101928711,
4,1000,42,14002068,0.013177263469605998,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,322,0.3158295487548667,0.00019999999999999987,3.965905472315641,42.554014921188354,
4,1000,43,14002069,0.016096034537553584,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,362,0.3155577248569983,0.00019999999999999987,3.965905472315641,47.907007932662964,
4,1000,44,14002070,0.014272810263803068,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,208,0.31554518392993286,0.00019999999999999998,3.965905472315641,27.886472463607788,
4,1000,45,14002071,0.017355751122315806,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,222,0.31550022477716694,0.00019999999999999998,3.965905472315641,29.696748971939087,
4,1000,46,14002072,0.018907809510594512,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,320,0.3145978059351346,0.00019999999999999998,3.965905472315641,42.462316036224365,
4,1000,47,14002073,0.0151246558444525,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,255,0.3154694492058156,0.00010000000000000005,3.965905472315641,33.95663499832153,
4,1000,48,14002074,0.010747768825574867,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,287,0.3165337244541108,0.00010000000000000005,3.965905472315641,38.261255502700806,
4,1000,49,14002075,0.01461839795171896,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,281,0.3157517974704972,0.00010000000000000005,3.965905472315641,37.345325231552124,
4,1000,50,14002076,0.01894746930647752,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,413,0.3149073704883043,0.00010000000000000005,3.965905472315641,54.73874878883362,
4,1000,51,14002077,0.016230265305064502,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,303,0.3152030771802419,0.00010000000000000005,3.965905472315641,40.04932427406311,
4,1000,52,14002078,0.01541776555575355,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,371,0.3153256021206729,0.00019999999999999998,3.965905472315641,49.10184621810913,
4,1000,53,14002079,0.011651078344493356,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,295,0.31603987451968574,0.00010000000000000005,3.965905472315641,38.726975440979004,
