d,n,b,seed,loss,success,status,message,nit,fun,grad_inf,beta,runtime_seconds,error_message
4,1000,0,14002026,0.011178288478334646,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,0.31586791790991064,0.00019999999999999998,3.965905472315641,6.485245704650879,
4,1000,1,14002027,0.011851530690052172,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,0.3159717757428489,0.0006000000000000001,3.965905472315641,6.487487554550171,
4,1000,2,14002028,0.012235426229337218,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,0.3155111675377525,0.00019999999999999998,3.965905472315641,6.5195701122283936,
4,1000,3,14002029,0.011515655541023531,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,0.3159596125387387,0.00019999999999999998,3.965905472315641,6.501175403594971,
4,1000,4,14002030,0.014903002655343585,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,0.3152564634155373,0.00019999999999999998,3.965905472315641,6.490400791168213,
4,1000,5,14002031,0.015420623693973217,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,0.3155520543173598,0.00019999999999999998,3.965905472315641,6.4814605712890625,
4,1000,6,14002032,0.01482963105588015,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,0.3153153177836385,0.0004000000000000001,3.965905472315641,6.4978179931640625,
4,1000,7,14002033,0.01613772010001574,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,0.3156744031834606,0.00019999999999999998,3.965905472315641,6.585289001464844,
4,1000,8,14002034,0.012943756869888546,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,0.31551759065534946,0.0004000000000000001,3.965905472315641,6.767346143722534,
4,1000,9,14002035,0.013214057288862614,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,0.3155209072344403,0.0004000000000000001,3.965905472315641,6.845125436782837,
4,1000,10,14002036,0.016107978971621476,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,0.3148939870252931,0.00019999999999999998,3.965905472315641,6.594293832778931,
4,1000,11,14002037,0.011925780069001132,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,0.3154854873775937,0.00019999999999999998,3.965905472315641,6.72426176071167,
4,1000,12,14002038,0.013978871044662475,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,0.3153281739684322,0.00019999999999999998,3.965905472315641,6.532063007354736,
4,1000,13,14002039,0.013014734506030374,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,0.3161194822506281,0.00039999999999999996,3.965905472315641,6.531568765640259,
4,1000,14,14002040,0.01655811789675708,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,0.31502288518464727,0.0004000000000000001,3.965905472315641,6.583498954772949,
4,1000,15,14002041,0.018066789366336253,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,0.31454154491652425,0.00019999999999999998,3.965905472315641,6.605983018875122,
4,1000,16,14002042,0.019593618124334158,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,0.31458202955079545,0.00019999999999999998,3.965905472315641,6.617508172988892,
4,1000,17,14002043,0.015331856114315276,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,0.3154836389604204,0.0004000000000000001,3.965905472315641,6.556347370147705,
4,1000,18,14002044,0.01392957832838606,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,0.3155371405191936,0.00019999999999999998,3.965905472315641,6.577704429626465,
4,1000,19,14002045,0.01240272827860579,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,0.31583248817105836,0.0004000000000000001,3.965905472315641,6.571889638900757,
4,1000,20,14002046,0.013179887499681997,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,0.315472918186069,0.0004000000000000001,3.965905472315641,6.544931411743164,
4,1000,21,14002047,0.014013551888790658,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,0.31528891392966335,0.00019999999999999998,3.965905472315641,6.563704252243042,
4,1000,22,14002048,0.012294176420096182,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,0.31598969087245454,0.00039999999999999996,3.965905472315641,6.584953308105469,
4,1000,23,14002049,0.015651103935937744,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,0.3153553009377198,0.0004000000000000001,3.965905472315641,6.5734193325042725,
4,1000,24,14002050,0.011722741390961156,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,0.31587067599055013,0.00019999999999999998,3.965905472315641,6.580495595932007,
4,1000,25,14002051,0.019407757422090076,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,0.3143058498973961,0.0004000000000000001,3.965905472315641,6.570091962814331,
4,1000,26,14002052,0.012090918652794817,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,0.31591468249522014,0.0004000000000000001,3.965905472315641,6.549449920654297,
4,1000,27,14002053,0.012537083756642326,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,0.3159072626677225,0.00019999999999999998,3.965905472315641,6.51450252532959,
4,1000,28,14002054,0.021172329679915988,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,0.3144268838838001,0.0004000000000000001,3.965905472315641,6.5421271324157715,
4,1000,29,14002055,0.017151368101803326,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,0.3152407137207502,0.00019999999999999998,3.965905472315641,6.4928953647613525,
4,1000,30,14002056,0.012300512439635342,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,0.31581469334688855,0.0004000000000000001,3.965905472315641,6.602721452713013,
4,1000,31,14002057,0.014372711065961061,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,0.31505772921362196,0.00019999999999999998,3.965905472315641,6.561108350753784,
4,1000,32,14002058,0.015966059890741634,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,0.3153173155572927,0.00019999999999999998,3.965905472315641,6.538021087646484,
4,1000,33,14002059,0.018758430412582253,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,0.31474386023744566,0.00019999999999999998,3.965905472315641,6.630161285400391,
4,1000,34,14002060,0.015124081476876381,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,0.31478557231725,0.00019999999999999998,3.965905472315641,6.492398500442505,
4,1000,35,14002061,0.013997756015848534,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,0.3154477183404077,0.00019999999999999998,3.965905472315641,6.479181289672852,
4,1000,36,14002062,0.016007227500283164,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,0.3146746075008144,0.00019999999999999998,3.965905472315641,6.478180408477783,
4,1000,37,14002063,0.014574555042918342,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,0.3150208709833776,0.0006000000000000001,3.965905472315641,6.461127281188965,
4,1000,38,14002064,0.01603391816909018,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,0.31520062932041154,0.00039999999999999996,3.965905472315641,6.6584413051605225,
4,1000,39,14002065,0.013794592207142449,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,0.31553201866631886,0.00019999999999999998,3.965905472315641,6.602940559387207,
4,1000,40,14002066,0.015030172242879405,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,0.3152817752794539,0.00019999999999999998,3.965905472315641,6.5463175773620605,
4,1000,41,14002067,0.016972283898808525,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,0.3149739002113216,0.00019999999999999998,3.965905472315641,6.573989629745483,
4,1000,42,14002068,0.013035040906267153,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,0.31545241802635254,0.00019999999999999998,3.965905472315641,6.5420849323272705,
4,1000,43,14002069,0.01571779121402971,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,0.31535599408445353,0.00019999999999999998,3.965905472315641,6.550799369812012,
