null_name,scenario,alt_type,level,replicate,seed,statistic,value,critical_value,reject,runtime_seconds,success,status,message,nit,nfev,njev,fun,grad_inf,error_message,n,n_eval_source,n_solve,base_seed
uniform_ball,calibration,null,0.0,0,102033,potential,0.2687495727261992,,,0.062023162841796875,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,1,3,3,0.0707381819468893,0.0,,4,16,16,2033
uniform_ball,calibration,null,0.0,0,102033,w2,0.4780765779676139,,,0.06202816963195801,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,1,3,3,0.0707381819468893,0.0,,4,16,16,2033
uniform_ball,calibration,null,0.0,0,102033,mmd,-0.06962080385226543,,,0.06203150749206543,True,0,,0,0,0,,,,4,16,16,2033
uniform_ball,calibration,null,0.0,1,102034,potential,0.32803367271741235,,,0.16521000862121582,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,4,7,7,0.05479766233806448,0.0,,4,16,16,2033
uniform_ball,calibration,null,0.0,1,102034,w2,0.43649285492282996,,,0.16521477699279785,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,4,7,7,0.05479766233806448,0.0,,4,16,16,2033
uniform_ball,calibration,null,0.0,1,102034,mmd,-0.03709016241430363,,,0.16521835327148438,True,0,,0,0,0,,,,4,16,16,2033
