d,n,B,mean_loss,std_loss,se_loss,beta,mean_loss_over_beta
3,32,10,0.06199663411745332,0.022035157048821925,0.006968128487379137,0.1767766952966369,0.3507059231615401
3,64,10,0.05303409095859266,0.0152561220305565,0.004824409387803147,0.125,0.4242727276687413
