d,n,B,mean_loss,std_loss,se_loss,beta,mean_loss_over_beta
4,32,10,0.06555584197477532,0.01011213205598027,0.003197736929729895,3.9528803995119604,0.016584322152238436
4,64,10,0.05178368813999368,0.008668868556665642,0.002741336937567986,4.409118707575547,0.011744679963145765
