d,n,mean_loss,std_loss,B,beta,se_loss,mean_loss_over_beta
2,16,0.0910724529054366,0.04330873999590927,2,0.25,0.030623903735752495,0.3642898116217464
2,32,0.0519499718095211,0.016472259475717493,2,0.1767766952966369,0.011647646376744203,0.29387341879169876
3,32,0.06199663411745328,0.022035157048821932,10,0.1767766952966369,0.006968128487379138,0.3507059231615398
3,64,0.05303409095859259,0.015256122030556492,10,0.125,0.004824409387803145,0.42427272766874075
4,32,0.06555584197477526,0.010112132055980255,10,3.9528803995119604,0.00319773692972989,0.016584322152238422
4,64,0.051783688139993636,0.00866886855666563,10,4.409118707575547,0.002741336937567982,0.011744679963145755
