scenario,alternative,theta,replicate,seed,reject,T,centered_l1,success,status,message,nit,fun,grad_inf,critical_value,runtime_seconds,error_message
location_shift,Y = X + theta e1,0.1,2,402044,True,0.9065231573453458,0.02866677928898492,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,200,0.29130470217752313,0.0004000000000000001,0.587476198675121,7.962517738342285,
location_shift,Y = X + theta e1,0.25,2,402045,True,2.955685152900899,0.09346697129509873,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,200,0.2626798731164782,0.00039999999999999996,0.587476198675121,7.955215215682983,
location_shift,Y = X + theta e1,0.5,2,402046,True,5.938027342812926,0.1877769121164632,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,200,0.16822382608085978,0.00039999999999999996,0.587476198675121,8.079291343688965,
scale,Y = (1 + theta) X,0.1,2,402047,False,0.49258983905918946,0.015577058436828122,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,200,0.2898342441645344,0.00039999999999999996,0.587476198675121,7.975692510604858,
scale,Y = (1 + theta) X,0.25,2,402048,True,0.9938589770197404,0.03142858040387324,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,200,0.2741083992418118,0.00039999999999999996,0.587476198675121,7.9644927978515625,
scale,Y = (1 + theta) X,0.5,2,402049,True,1.8752827266346266,0.05930164672936326,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,200,0.21310787754177218,0.00019999999999999998,0.587476198675121,7.921536207199097,
mixture_contamination,(1 - theta) mu0 + theta Law(X + 0.5 e1),0.1,2,402050,False,0.4650231572911149,0.01470532341762659,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,200,0.29072496994427777,0.00019999999999999998,0.587476198675121,7.976412773132324,
mixture_contamination,(1 - theta) mu0 + theta Law(X + 0.5 e1),0.25,2,402051,True,1.5892945574724302,0.05025790674522257,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,200,0.28182869858795584,0.00019999999999999998,0.587476198675121,7.967681884765625,
mixture_contamination,(1 - theta) mu0 + theta Law(X + 0.5 e1),0.5,2,402052,True,3.1653842934937493,0.10009824037163152,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,200,0.25739215118465425,0.0004000000000000001,0.587476198675121,8.017258644104004,
null,null,0.0,3,302029,False,0.3412316725206917,0.010790692949540756,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,200,0.2934149403528072,0.00019999999999999998,0.587476198675121,8.008007287979126,
location_shift,Y = X + theta e1,0.1,3,402053,True,1.053872456894814,0.03332637327105233,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,200,0.2900855955382772,0.0004000000000000001,0.587476198675121,7.972320318222046,
location_shift,Y = X + theta e1,0.25,3,402054,True,3.0880540521024455,0.09765284342356004,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,200,0.2592321147748038,0.0004000000000000001,0.587476198675121,7.9668800830841064,
location_shift,Y = X + theta e1,0.5,3,402055,True,6.042967994410856,0.19109542689837966,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,200,0.1645368597353865,0.00039999999999999996,0.587476198675121,8.123706102371216,
scale,Y = (1 + theta) X,0.1,3,402056,True,0.598501790637177,0.018926288421027174,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,200,0.29015791370644123,0.00039999999999999996,0.587476198675121,7.968624591827393,
scale,Y = (1 + theta) X,0.25,3,402057,True,0.9786018299490328,0.030946107050477217,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,200,0.2721822078085317,0.0004000000000000001,0.587476198675121,7.953723907470703,
scale,Y = (1 + theta) X,0.5,3,402058,True,1.9036056944712647,0.06019729761395794,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,200,0.21378194049161184,0.00019999999999999998,0.587476198675121,7.976012706756592,
mixture_contamination,(1 - theta) mu0 + theta Law(X + 0.5 e1),0.1,3,402059,True,0.781384964626936,0.024709562176312188,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,200,0.2908714754037867,0.00019999999999999998,0.587476198675121,7.9667136669158936,
mixture_contamination,(1 - theta) mu0 + theta Law(X + 0.5 e1),0.25,3,402060,True,1.737843547183305,0.05495543826125538,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,200,0.2811288336507563,0.00019999999999999998,0.587476198675121,7.976678133010864,
