scenario,replicate,seed,T,centered_l1,success,status,message,nit,fun,grad_inf,runtime_seconds,error_message
calibration_null,0,2027,0.26762048025579754,0.008462902661164414,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,200,0.29365510778325443,0.00019999999999999998,7.905819892883301,
calibration_null,1,2028,0.5143074667524391,0.0162638301256903,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,200,0.2929559940755903,0.00019999999999999998,7.915818452835083,
calibration_null,2,2029,0.4305116030986754,0.013613972249222173,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,200,0.29327632626113237,0.00039999999999999996,7.927741527557373,
calibration_null,3,2030,0.5372940486108546,0.01699072966863529,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,200,0.2927913566180052,0.0004000000000000001,7.9338438510894775,
calibration_null,4,2031,0.3810449725718478,0.01204970004283427,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,200,0.29344139694974275,0.0004000000000000001,7.968518495559692,
calibration_null,5,2032,0.2758687219987215,0.00872373496715758,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,200,0.2937332655526711,0.00019999999999999998,7.934560537338257,
calibration_null,6,2033,0.2648297751646053,0.008374652817504461,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,200,0.29366569290894656,0.0004000000000000001,8.086637735366821,
calibration_null,7,2034,0.3400468612765387,0.010753225928251743,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,200,0.29368003620780736,0.0004000000000000001,7.992149829864502,
calibration_null,8,2035,0.3053894067252911,0.00965726098539463,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,200,0.2933800287694181,0.00039999999999999996,7.928399324417114,
calibration_null,9,2036,0.6113930829009475,0.0193339468763914,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,200,0.2926754845015858,0.0004000000000000001,7.934468030929565,
calibration_null,10,2037,0.5817523068974306,0.01839662323853164,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,200,0.2927239894342449,0.00019999999999999998,7.928439378738403,
calibration_null,11,2038,0.32488059042378126,0.010273626333194365,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,200,0.29351781496146157,0.0004000000000000001,7.934253454208374,
calibration_null,12,2039,0.454317754217967,0.014366788847813455,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,200,0.29326764639769054,0.00039999999999999996,7.9304115772247314,
calibration_null,13,2040,0.4154068521593881,0.013136318084645018,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,200,0.2935602388773164,0.00019999999999999998,8.047940254211426,
calibration_null,14,2041,0.6383940732356777,0.020187793161770797,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,200,0.2921798256130772,0.00039999999999999996,8.12107253074646,
calibration_null,15,2042,0.3126755215882977,0.009887668168001696,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,200,0.2936506729423027,0.00019999999999999998,7.942523956298828,
calibration_null,16,2043,0.3495846375884411,0.011054836897839865,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,200,0.29363022222558754,0.00039999999999999996,7.93344259262085,
calibration_null,17,2044,0.3345893763662776,0.010580645102127497,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,200,0.2934189690565125,0.0004000000000000001,7.948706150054932,
