scenario,alternative,theta,replicate,seed,reject,T,centered_l1,success,status,message,nit,fun,grad_inf,critical_value,runtime_seconds,error_message
null,null,0.0,1,302027,False,0.4283572303485507,0.07572357558743704,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,50,0.21597508874348814,0.000244140625,0.6613963957439909,0.0578007698059082,
location_shift,Y = X + theta e1,0.1,1,402035,False,0.4905601522429878,0.08671960255773045,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,47,0.20310402280807194,0.000244140625,0.6613963957439909,0.05016684532165527,
location_shift,Y = X + theta e1,0.25,1,402036,False,0.4369954254865901,0.07725060717726712,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,45,0.20439291805990967,0.000244140625,0.6613963957439909,0.04920339584350586,
location_shift,Y = X + theta e1,0.5,1,402037,True,1.5873426592188984,0.2806051896000925,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,56,0.01010684745683589,0.000244140625,0.6613963957439909,0.06561493873596191,
scale,Y = (1 + theta) X,0.1,1,402038,False,0.2476125775547654,0.04377213317401363,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,60,0.22137896750673658,0.0,0.6613963957439909,0.06994843482971191,
scale,Y = (1 + theta) X,0.25,1,402039,False,0.4629064661172166,0.08183107531164616,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,80,0.20595686063176255,0.000244140625,0.6613963957439909,0.10016345977783203,
scale,Y = (1 + theta) X,0.5,1,402040,False,0.6316223956557848,0.11165611977937448,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,76,0.14249944271615272,0.000244140625,0.6613963957439909,0.09111881256103516,
mixture_contamination,(1 - theta) mu0 + theta Law(X + 0.5 e1),0.1,1,402041,False,0.32200400431210874,0.056922803754578595,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,55,0.2154261856333823,0.0,0.6613963957439909,0.06102561950683594,
mixture_contamination,(1 - theta) mu0 + theta Law(X + 0.5 e1),0.25,1,402042,False,0.10788252446711134,0.019071116155554513,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,74,0.23319198963970328,0.000244140625,0.6613963957439909,0.0864558219909668,
mixture_contamination,(1 - theta) mu0 + theta Law(X + 0.5 e1),0.5,1,402043,False,0.5313679783156171,0.09393347519308978,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,44,0.20317115817049491,0.0,0.6613963957439909,0.047273874282836914,
null,null,0.0,2,302028,False,0.44569526093424117,0.07878853533732741,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,84,0.21350074783594555,0.000244140625,0.6613963957439909,0.09565472602844238,
location_shift,Y = X + theta e1,0.1,2,402044,False,0.5243510999104204,0.09269305461732077,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,78,0.2114247450737241,0.000244140625,0.6613963957439909,0.09197759628295898,
location_shift,Y = X + theta e1,0.25,2,402045,False,0.25365648034127,0.04484055433530604,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,41,0.2236345534727729,0.0,0.6613963957439909,0.04292774200439453,
location_shift,Y = X + theta e1,0.5,2,402046,True,1.181520157178556,0.20886522881238812,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,48,0.10337131784639615,0.000244140625,0.6613963957439909,0.05253314971923828,
scale,Y = (1 + theta) X,0.1,2,402047,False,0.2899224319114451,0.05125152940566949,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,54,0.21556879693234962,0.0,0.6613963957439909,0.06020975112915039,
scale,Y = (1 + theta) X,0.25,2,402048,False,0.2764018037256762,0.048861397436654685,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,45,0.1993777485112178,0.000244140625,0.6613963957439909,0.05312085151672363,
scale,Y = (1 + theta) X,0.5,2,402049,False,0.5645715823476791,0.0998030985858158,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,62,0.165073588035908,0.000244140625,0.6613963957439909,0.0748143196105957,
mixture_contamination,(1 - theta) mu0 + theta Law(X + 0.5 e1),0.1,2,402050,False,0.19077357515808674,0.033724322166371154,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,49,0.22375126486640712,0.0,0.6613963957439909,0.0572047233581543,
mixture_contamination,(1 - theta) mu0 + theta Law(X + 0.5 e1),0.25,2,402051,False,0.19762154308239377,0.03493488330552752,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,92,0.21610965260073364,0.0,0.6613963957439909,0.10758733749389648,
mixture_contamination,(1 - theta) mu0 + theta Law(X + 0.5 e1),0.5,2,402052,True,0.7949246505122497,0.14052415272738952,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,80,0.1617388231884695,0.0,0.6613963957439909,0.08996462821960449,
null,null,0.0,3,302029,False,0.21610303785279814,0.03820198087518168,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,54,0.22759110044356498,0.000244140625,0.6613963957439909,0.07033419609069824,
location_shift,Y = X + theta e1,0.1,3,402053,False,0.30363968417292114,0.05367641992900353,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,89,0.2259093138419908,0.000244140625,0.6613963957439909,0.10937786102294922,
location_shift,Y = X + theta e1,0.25,3,402054,True,0.7479012582022466,0.13221151283318988,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,59,0.18148625901520676,0.0,0.6613963957439909,0.06679725646972656,
location_shift,Y = X + theta e1,0.5,3,402055,False,0.5974227803937341,0.10561042481293273,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,95,0.17944893159323777,0.000244140625,0.6613963957439909,0.10715866088867188,
scale,Y = (1 + theta) X,0.1,3,402056,False,0.36152795759725437,0.0639097176013853,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,65,0.2226938914552405,0.000244140625,0.6613963957439909,0.07762956619262695,
scale,Y = (1 + theta) X,0.25,3,402057,False,0.2994251925809042,0.05293139603301132,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,108,0.2044727590485269,0.000244140625,0.6613963957439909,0.12378716468811035,
scale,Y = (1 + theta) X,0.5,3,402058,False,0.567514047816805,0.10032325790747235,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,58,0.17124378445149813,0.000244140625,0.6613963957439909,0.06964325904846191,
mixture_contamination,(1 - theta) mu0 + theta Law(X + 0.5 e1),0.1,3,402059,False,0.3630425823409744,0.06417746795819464,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,36,0.2191719281662145,0.000244140625,0.6613963957439909,0.04174995422363281,
mixture_contamination,(1 - theta) mu0 + theta Law(X + 0.5 e1),0.25,3,402060,False,0.5320265154687713,0.09404988921475445,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,57,0.2080825679261969,0.0,0.6613963957439909,0.06310224533081055,
mixture_contamination,(1 - theta) mu0 + theta Law(X + 0.5 e1),0.5,3,402061,False,0.5661091000583502,0.10007489588566829,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,63,0.2007236060471001,0.000244140625,0.6613963957439909,0.06772637367248535,
null,null,0.0,4,302030,True,0.7492032895920041,0.1324416816394437,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,46,0.18721650467358172,0.000244140625,0.6613963957439909,0.05628681182861328,
location_shift,Y = X + theta e1,0.1,4,402062,False,0.3553386900933472,0.06281559934573772,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,61,0.21321573405033262,0.0,0.6613963957439909,0.06702232360839844,
location_shift,Y = X + theta e1,0.25,4,402063,False,0.46390375571127546,0.0820073728703376,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,50,0.2057466938608865,0.00048828125,0.6613963957439909,0.05276846885681152,
location_shift,Y = X + theta e1,0.5,4,402064,True,1.5399415483119154,0.2722257778605667,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,88,0.046560281354325134,0.000244140625,0.6613963957439909,0.10069513320922852,
scale,Y = (1 + theta) X,0.1,4,402065,False,0.5574517765047317,0.09854448283774586,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,66,0.19829985409723427,0.000244140625,0.6613963957439909,0.07768774032592773,
scale,Y = (1 + theta) X,0.25,4,402066,False,0.3651031031300107,0.06454172001387048,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,49,0.2117559976043008,0.000244140625,0.6613963957439909,0.060016632080078125,
scale,Y = (1 + theta) X,0.5,4,402067,False,0.5086567459044744,0.08991865858133412,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,92,0.17370928516722056,0.0,0.6613963957439909,0.10871171951293945,
mixture_contamination,(1 - theta) mu0 + theta Law(X + 0.5 e1),0.1,4,402068,False,0.27135832920218955,0.04796982867757994,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,77,0.21917875275627002,0.000244140625,0.6613963957439909,0.08654952049255371,
mixture_contamination,(1 - theta) mu0 + theta Law(X + 0.5 e1),0.25,4,402069,False,0.6540157866359523,0.11561474943333401,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,68,0.1925722657602441,0.000244140625,0.6613963957439909,0.07468652725219727,
mixture_contamination,(1 - theta) mu0 + theta Law(X + 0.5 e1),0.5,4,402070,False,0.6051272078899805,0.10697238804487172,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,53,0.19451489044389417,0.00048828125,0.6613963957439909,0.05825304985046387,
null,null,0.0,5,302031,False,0.518798318497409,0.09171145226942404,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,62,0.2143218544960906,0.0,0.6613963957439909,0.06885361671447754,
location_shift,Y = X + theta e1,0.1,5,402071,False,0.4884844192936282,0.08635266134662431,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,61,0.2080779861344806,0.0,0.6613963957439909,0.07013201713562012,
location_shift,Y = X + theta e1,0.25,5,402072,False,0.29315871246108666,0.0518236283862879,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,49,0.21857004957381346,0.0,0.6613963957439909,0.059552907943725586,
location_shift,Y = X + theta e1,0.5,5,402073,True,1.2004460266726824,0.21221088147717518,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,73,0.1060806318755464,0.000244140625,0.6613963957439909,0.0877232551574707,
scale,Y = (1 + theta) X,0.1,5,402074,False,0.24777816090350258,0.04380140445119954,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,91,0.215963673268732,0.000244140625,0.6613963957439909,0.10213184356689453,
scale,Y = (1 + theta) X,0.25,5,402075,False,0.4055762195720971,0.0716964237868585,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,71,0.19115277226360697,0.0,0.6613963957439909,0.0829775333404541,
scale,Y = (1 + theta) X,0.5,5,402076,True,0.6631349982913511,0.11722681353348599,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,70,0.11352363106771907,0.0,0.6613963957439909,0.07427120208740234,
mixture_contamination,(1 - theta) mu0 + theta Law(X + 0.5 e1),0.1,5,402077,False,0.3082123535124662,0.05448476130353256,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,64,0.22025005144910245,0.0,0.6613963957439909,0.07750511169433594,
mixture_contamination,(1 - theta) mu0 + theta Law(X + 0.5 e1),0.25,5,402078,False,0.3793336067288086,0.06705734141247288,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,100,0.2088532228640045,0.000244140625,0.6613963957439909,0.12787270545959473,
mixture_contamination,(1 - theta) mu0 + theta Law(X + 0.5 e1),0.5,5,402079,False,0.5999227245345089,0.1060523566765651,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,52,0.19337246101042813,0.000244140625,0.6613963957439909,0.06268930435180664,
null,null,0.0,6,302032,False,0.5307509895887831,0.09382440596492479,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,50,0.20965259645325196,0.0,0.6613963957439909,0.053551673889160156,
location_shift,Y = X + theta e1,0.1,6,402080,False,0.3471584112389044,0.061369516683244356,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,82,0.21311897350207903,0.0,0.6613963957439909,0.0962822437286377,
location_shift,Y = X + theta e1,0.25,6,402081,False,0.5628778371723135,0.09950368391104004,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,43,0.20329530332181484,0.0,0.6613963957439909,0.048941850662231445,
location_shift,Y = X + theta e1,0.5,6,402082,True,1.3403261421840098,0.2369384260349795,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,71,0.0851580501866138,0.000244140625,0.6613963957439909,0.07938218116760254,
scale,Y = (1 + theta) X,0.1,6,402083,False,0.3551047747767486,0.06277424856909015,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,119,0.221559265867658,0.000244140625,0.6613963957439909,0.14258694648742676,
scale,Y = (1 + theta) X,0.25,6,402084,True,0.7505841003715222,0.1326857768058769,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,35,0.17687864865775405,0.0,0.6613963957439909,0.03702116012573242,
scale,Y = (1 + theta) X,0.5,6,402085,False,0.4659487079169262,0.08236887276329212,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,64,0.16490424325498207,0.0,0.6613963957439909,0.07422184944152832,
mixture_contamination,(1 - theta) mu0 + theta Law(X + 0.5 e1),0.1,6,402086,False,0.248751588791344,0.04397348381632173,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,47,0.2252448725171025,0.000244140625,0.6613963957439909,0.05791044235229492,
mixture_contamination,(1 - theta) mu0 + theta Law(X + 0.5 e1),0.25,6,402087,False,0.6575654752034114,0.11624225164762168,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,73,0.19097559080275076,0.000244140625,0.6613963957439909,0.08828115463256836,
mixture_contamination,(1 - theta) mu0 + theta Law(X + 0.5 e1),0.5,6,402088,False,0.3577047140877171,0.06323385724845497,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,50,0.20752237609678945,0.0,0.6613963957439909,0.0542299747467041,
null,null,0.0,7,302033,False,0.22734093856387114,0.04018857982495689,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,65,0.22566751434089477,0.000244140625,0.6613963957439909,0.0792231559753418,
location_shift,Y = X + theta e1,0.1,7,402089,False,0.3556927577964322,0.06287819026420036,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,81,0.21787942539007923,0.00048828125,0.6613963957439909,0.08863568305969238,
location_shift,Y = X + theta e1,0.25,7,402090,True,0.9519944751221018,0.16829043725274154,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,51,0.156253581340066,0.0,0.6613963957439909,0.058638572692871094,
location_shift,Y = X + theta e1,0.5,7,402091,True,0.9885154448605346,0.17474649359213015,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,57,0.14065789172362492,0.0,0.6613963957439909,0.06381487846374512,
scale,Y = (1 + theta) X,0.1,7,402092,False,0.27035801483532684,0.047792996409548205,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,64,0.22169824265938246,0.000244140625,0.6613963957439909,0.07606697082519531,
scale,Y = (1 + theta) X,0.25,7,402093,False,0.6166157160408064,0.10900328854966321,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,52,0.1853724741740976,0.0,0.6613963957439909,0.05376863479614258,
scale,Y = (1 + theta) X,0.5,7,402094,False,0.6533122089658642,0.11549037329793133,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,90,0.13991368872814755,0.000244140625,0.6613963957439909,0.1026146411895752,
mixture_contamination,(1 - theta) mu0 + theta Law(X + 0.5 e1),0.1,7,402095,False,0.27419998339632884,0.04847216691519571,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,53,0.22375512590660698,0.0,0.6613963957439909,0.061247825622558594,
mixture_contamination,(1 - theta) mu0 + theta Law(X + 0.5 e1),0.25,7,402096,False,0.33791229575959486,0.05973501894448094,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,68,0.21201642188530917,0.000244140625,0.6613963957439909,0.07604122161865234,
mixture_contamination,(1 - theta) mu0 + theta Law(X + 0.5 e1),0.5,7,402097,False,0.4597783302420581,0.08127809378919679,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,68,0.21259985384957203,0.000244140625,0.6613963957439909,0.07863116264343262,
null,null,0.0,8,302034,False,0.41753552027100793,0.07381054944247072,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,58,0.21381562636588097,0.0,0.6613963957439909,0.06641340255737305,
location_shift,Y = X + theta e1,0.1,8,402098,False,0.5016838904224941,0.08868602023244859,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,42,0.20511433619414993,0.000244140625,0.6613963957439909,0.04648184776306152,
location_shift,Y = X + theta e1,0.25,8,402099,False,0.6270657669432048,0.11085061401387084,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,129,0.19423045603374162,0.000244140625,0.6613963957439909,0.15631341934204102,
location_shift,Y = X + theta e1,0.5,8,402100,True,1.0848908501431764,0.1917834192458696,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,46,0.12216357062164135,0.000244140625,0.6613963957439909,0.05115246772766113,
scale,Y = (1 + theta) X,0.1,8,402101,False,0.4951026434146215,0.087522609135466,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,56,0.2024570801970391,0.000244140625,0.6613963957439909,0.06151413917541504,
scale,Y = (1 + theta) X,0.25,8,402102,False,0.47413944920351586,0.08381680493996516,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,61,0.20516052931785617,0.000244140625,0.6613963957439909,0.0702521800994873,
scale,Y = (1 + theta) X,0.5,8,402103,True,0.7500110191503875,0.13258446940146812,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,91,0.13048645913230458,0.0,0.6613963957439909,0.10728216171264648,
mixture_contamination,(1 - theta) mu0 + theta Law(X + 0.5 e1),0.1,8,402104,False,0.5851532687432228,0.10344146109045177,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,44,0.19263794379405416,0.00048828125,0.6613963957439909,0.05214548110961914,
mixture_contamination,(1 - theta) mu0 + theta Law(X + 0.5 e1),0.25,8,402105,False,0.22145342533342466,0.039147804692563334,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,59,0.22624275334767394,0.000244140625,0.6613963957439909,0.06710219383239746,
mixture_contamination,(1 - theta) mu0 + theta Law(X + 0.5 e1),0.5,8,402106,True,0.9562467524535582,0.1690421407868812,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,60,0.15312224751886847,0.0,0.6613963957439909,0.06897568702697754,
null,null,0.0,9,302035,False,0.20686236710546843,0.03656844563814443,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,64,0.2217968347181788,0.0,0.6613963957439909,0.06841802597045898,
location_shift,Y = X + theta e1,0.1,9,402107,False,0.5093313910001936,0.09003792011185344,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,51,0.20817295987958684,0.0,0.6613963957439909,0.058327436447143555,
location_shift,Y = X + theta e1,0.25,9,402108,False,0.4503115015754047,0.07960457910256634,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,93,0.21017967920348615,0.00048828125,0.6613963957439909,0.10334205627441406,
location_shift,Y = X + theta e1,0.5,9,402109,True,0.9294509011850016,0.16430525875196558,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,96,0.1393647345444592,0.000244140625,0.6613963957439909,0.11335945129394531,
scale,Y = (1 + theta) X,0.1,9,402110,False,0.40340165021805413,0.07131201060275744,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,42,0.21217248016467488,0.000244140625,0.6613963957439909,0.045870304107666016,
scale,Y = (1 + theta) X,0.25,9,402111,False,0.38736578780072894,0.06847724383839116,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,81,0.18225738110570622,0.00048828125,0.6613963957439909,0.08640384674072266,
scale,Y = (1 + theta) X,0.5,9,402112,False,0.4268840775508317,0.07546315650418928,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,92,0.1685598100774591,0.0,0.6613963957439909,0.11197876930236816,
mixture_contamination,(1 - theta) mu0 + theta Law(X + 0.5 e1),0.1,9,402113,False,0.3681066406574193,0.06507267545216522,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,58,0.22047207578371614,0.000244140625,0.6613963957439909,0.06341671943664551,
mixture_contamination,(1 - theta) mu0 + theta Law(X + 0.5 e1),0.25,9,402114,False,0.6134201650138157,0.10843838959946,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,120,0.18502265766395687,0.0,0.6613963957439909,0.14541101455688477,
mixture_contamination,(1 - theta) mu0 + theta Law(X + 0.5 e1),0.5,9,402115,False,0.5049484753089417,0.08926312276019016,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,83,0.20433083343950714,0.00048828125,0.6613963957439909,0.1127312183380127,
null,null,0.0,10,302036,False,0.4811182420549603,0.0850504928774033,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,67,0.21372463344011633,0.000244140625,0.6613963957439909,0.07581710815429688,
location_shift,Y = X + theta e1,0.1,10,402116,False,0.3112498769593818,0.05502172466036435,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,89,0.22043328715138466,0.0,0.6613963957439909,0.10492730140686035,
location_shift,Y = X + theta e1,0.25,10,402117,True,0.6902406402376781,0.12201845934065156,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,82,0.19495948732798601,0.00048828125,0.6613963957439909,0.09425854682922363,
location_shift,Y = X + theta e1,0.5,10,402118,True,1.377482302212907,0.2435067692148009,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,51,0.07803899448568438,0.000244140625,0.6613963957439909,0.05926799774169922,
scale,Y = (1 + theta) X,0.1,10,402119,False,0.5934488322797186,0.10490792339805677,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,62,0.20783290442196584,0.000244140625,0.6613963957439909,0.0731353759765625,
scale,Y = (1 + theta) X,0.25,10,402120,False,0.41313858586293695,0.07303327390837586,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,51,0.2083362239553319,0.00048828125,0.6613963957439909,0.05556607246398926,
scale,Y = (1 + theta) X,0.5,10,402121,False,0.6347164096253858,0.11220306934412218,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,81,0.12666679429111902,0.0,0.6613963957439909,0.08469629287719727,
mixture_contamination,(1 - theta) mu0 + theta Law(X + 0.5 e1),0.1,10,402122,False,0.38420947290183466,0.06791928092124909,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,45,0.2189608997032803,0.0,0.6613963957439909,0.05156278610229492,
mixture_contamination,(1 - theta) mu0 + theta Law(X + 0.5 e1),0.25,10,402123,False,0.3114538451135883,0.05505778147661073,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,52,0.20569061228335916,0.000244140625,0.6613963957439909,0.05727338790893555,
mixture_contamination,(1 - theta) mu0 + theta Law(X + 0.5 e1),0.5,10,402124,True,1.0439794833243268,0.1845512430195649,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,49,0.14786736878070167,0.0,0.6613963957439909,0.0519099235534668,
null,null,0.0,11,302037,False,0.5884866476374185,0.10403072479553924,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,37,0.20579423006840492,0.0,0.6613963957439909,0.04207611083984375,
