scenario,replicate,seed,T,centered_l1,success,status,message,nit,fun,grad_inf,runtime_seconds,error_message
calibration_null,0,2027,0.5691386629933625,0.10061045200951294,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,60,0.2086596011008343,0.000244140625,0.1990370750427246,
calibration_null,1,2028,0.18814220565013623,0.033259157360651326,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,50,0.2285771951872299,0.0,0.06750607490539551,
calibration_null,2,2029,0.3757535735060463,0.0664244749703008,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,62,0.21656695063098375,0.000244140625,0.07639288902282715,
calibration_null,3,2030,0.32461027132131337,0.05738353102352643,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,75,0.22568895027348435,0.000244140625,0.09115481376647949,
calibration_null,4,2031,0.42559018208485555,0.07523442593965471,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,40,0.21409332379035068,0.000244140625,0.05092573165893555,
calibration_null,5,2032,0.2471833074294669,0.043696248219873786,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,64,0.22590562112072876,0.000244140625,0.07069802284240723,
calibration_null,6,2033,0.320573503702391,0.056669924584172866,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,88,0.218913563993677,0.00048828125,0.10096287727355957,
calibration_null,7,2034,0.23153119436075567,0.04092931939717771,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,54,0.22756598921115578,0.0,0.0607142448425293,
calibration_null,8,2035,0.3052087514695743,0.05395379446040391,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,74,0.22132378642721068,0.000244140625,0.1042318344116211,
calibration_null,9,2036,0.5666455436569501,0.10016972661224181,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,63,0.20401141075357104,0.000244140625,0.06833434104919434,
calibration_null,10,2037,0.37817923924394015,0.06685327614333994,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,77,0.21559920111447214,0.000244140625,0.0921773910522461,
calibration_null,11,2038,0.42243564252897653,0.0746767768617839,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,91,0.21594697232104337,0.0,0.11234235763549805,
calibration_null,12,2039,0.7967390324281154,0.14084489316648224,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,75,0.17200133709872178,0.00048828125,0.09720849990844727,
calibration_null,13,2040,0.48793391174993406,0.0862553444423142,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,46,0.21424622209388328,0.0,0.052874088287353516,
calibration_null,14,2041,0.13347551438756097,0.023595360336451737,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,48,0.2303043283307062,0.0,0.05716347694396973,
calibration_null,15,2042,0.5470438348733964,0.09670460131131813,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,54,0.21299579519689904,0.0,0.06077909469604492,
calibration_null,16,2043,0.335248340786162,0.059264093787858435,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,47,0.22295128357139754,0.0,0.05378317832946777,
calibration_null,17,2044,0.4130043772579584,0.07300954895470738,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,72,0.21873176209181433,0.000244140625,0.08411550521850586,
calibration_null,18,2045,0.2265860471645868,0.04005513261808355,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,89,0.2232966016974586,0.000244140625,0.10311484336853027,
