Python executable: /burg-archive/home/ss6574/.conda/envs/ot-exp/bin/python
Python version: 3.11.15 | packaged by conda-forge | (main, Mar  5 2026, 16:45:40) [GCC 14.3.0]
otexp package: /burg-archive/home/ss6574/L1-rates-ot-potentials/src/otexp/__init__.py
Running new_d dimension d=6, task=3
[trial] d=6, n=100, b=1/100, runtime=0.52s, success=True, nit=35, nfev=39
[trial] d=6, n=100, b=2/100, runtime=1.31s, success=True, nit=88, nfev=103
[trial] d=6, n=100, b=3/100, runtime=1.03s, success=True, nit=71, nfev=83
[trial] d=6, n=100, b=4/100, runtime=0.94s, success=True, nit=59, nfev=70
[trial] d=6, n=100, b=5/100, runtime=0.92s, success=True, nit=59, nfev=69
[trial] d=6, n=100, b=6/100, runtime=1.23s, success=True, nit=74, nfev=91
[trial] d=6, n=100, b=7/100, runtime=1.31s, success=True, nit=85, nfev=100
[trial] d=6, n=100, b=8/100, runtime=0.92s, success=True, nit=61, nfev=68
[trial] d=6, n=100, b=9/100, runtime=0.70s, success=True, nit=45, nfev=51
[trial] d=6, n=100, b=10/100, runtime=0.87s, success=True, nit=53, nfev=65
[trial] d=6, n=100, b=11/100, runtime=1.07s, success=True, nit=68, nfev=79
[trial] d=6, n=100, b=12/100, runtime=1.05s, success=True, nit=66, nfev=77
[trial] d=6, n=100, b=13/100, runtime=1.21s, success=True, nit=78, nfev=90
[trial] d=6, n=100, b=14/100, runtime=0.98s, success=True, nit=59, nfev=72
[trial] d=6, n=100, b=15/100, runtime=0.86s, success=True, nit=53, nfev=63
[trial] d=6, n=100, b=16/100, runtime=0.64s, success=True, nit=42, nfev=48
[trial] d=6, n=100, b=17/100, runtime=1.16s, success=True, nit=72, nfev=85
[trial] d=6, n=100, b=18/100, runtime=1.07s, success=True, nit=66, nfev=79
[trial] d=6, n=100, b=19/100, runtime=0.74s, success=True, nit=44, nfev=55
[trial] d=6, n=100, b=20/100, runtime=1.25s, success=True, nit=79, nfev=92
[trial] d=6, n=100, b=21/100, runtime=1.08s, success=True, nit=64, nfev=80
[trial] d=6, n=100, b=22/100, runtime=1.71s, success=True, nit=103, nfev=125
[trial] d=6, n=100, b=23/100, runtime=1.10s, success=True, nit=64, nfev=79
[trial] d=6, n=100, b=24/100, runtime=0.75s, success=True, nit=47, nfev=56
[trial] d=6, n=100, b=25/100, runtime=0.88s, success=True, nit=55, nfev=67
[trial] d=6, n=100, b=26/100, runtime=1.00s, success=True, nit=67, nfev=76
[trial] d=6, n=100, b=27/100, runtime=0.88s, success=True, nit=56, nfev=66
[trial] d=6, n=100, b=28/100, runtime=1.12s, success=True, nit=73, nfev=85
[trial] d=6, n=100, b=29/100, runtime=1.70s, success=True, nit=113, nfev=129
[trial] d=6, n=100, b=30/100, runtime=1.15s, success=True, nit=71, nfev=90
[trial] d=6, n=100, b=31/100, runtime=0.92s, success=True, nit=62, nfev=72
[trial] d=6, n=100, b=32/100, runtime=1.37s, success=True, nit=98, nfev=109
[trial] d=6, n=100, b=33/100, runtime=1.12s, success=True, nit=73, nfev=86
[trial] d=6, n=100, b=34/100, runtime=0.98s, success=True, nit=65, nfev=74
[trial] d=6, n=100, b=35/100, runtime=1.01s, success=True, nit=66, nfev=76
[trial] d=6, n=100, b=36/100, runtime=1.40s, success=True, nit=81, nfev=106
[trial] d=6, n=100, b=37/100, runtime=0.91s, success=True, nit=59, nfev=70
[trial] d=6, n=100, b=38/100, runtime=0.76s, success=True, nit=52, nfev=58
[trial] d=6, n=100, b=39/100, runtime=1.03s, success=True, nit=69, nfev=77
[trial] d=6, n=100, b=40/100, runtime=1.52s, success=True, nit=97, nfev=115
